Trade #,Type,Date and time,Signal,Price USDT,Position size (qty),Position size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
212,Entry long,2025-07-20 09:00,Long Entry,3710.15,0.0269,99.803035,0.97,0.97,3.12,3.12,-0.81,-0.81,114.78,0.11
213,Exit long,2025-07-22 07:00,Max Hold,3691.15,0.026,99.85352,-3.88,-3.89,0.27,0.27,-4.93,-4.94,110.9,0.11
213,Entry long,2025-07-21 15:00,Long Entry,3840.52,0.026,99.85352,-3.88,-3.89,0.27,0.27,-4.93,-4.94,110.9,0.11
214,Exit long,2025-07-28 22:00,Max Hold,3787.23,0.0254,99.79914,-3.6,-3.61,0.11,0.11,-4.52,-4.53,107.29,0.11
214,Entry long,2025-07-28 06:00,Long Entry,3929.1,0.0254,99.79914,-3.6,-3.61,0.11,0.11,-4.52,-4.53,107.29,0.11
215,Exit short,2025-08-02 12:00,Max Hold,3506.93,0.0284,99.898988,0.3,0.30,2.52,2.52,-0.98,-0.98,107.59,0.11
215,Entry short,2025-08-01 20:00,Short Entry,3517.57,0.0284,99.898988,0.3,0.30,2.52,2.52,-0.98,-0.98,107.59,0.11
216,Exit short,2025-08-03 11:00,Max Hold,3482.81,0.0295,99.77018,-2.97,-2.98,0.84,0.84,-3.07,-3.07,104.62,0.10
216,Entry short,2025-08-02 19:00,Short Entry,3382.04,0.0295,99.77018,-2.97,-2.98,0.84,0.84,-3.07,-3.07,104.62,0.10
217,Exit long,2025-08-05 09:00,Max Hold,3633,0.0271,99.810926,-1.36,-1.36,1.41,1.41,-2.29,-2.29,103.26,0.10
217,Entry long,2025-08-04 17:00,Long Entry,3683.06,0.0271,99.810926,-1.36,-1.36,1.41,1.41,-2.29,-2.29,103.26,0.10
218,Exit long,2025-08-08 03:00,Max Hold,3892,0.0261,99.684513,1.9,1.90,3.04,3.05,-1.1,-1.11,105.16,0.11
218,Entry long,2025-08-07 11:00,Long Entry,3819.33,0.0261,99.684513,1.9,1.90,3.04,3.05,-1.1,-1.11,105.16,0.11
219,Exit long,2025-08-08 23:00,Max Hold,4024.34,0.0255,99.7866,2.83,2.84,4,4.01,-0.77,-0.77,107.99,0.11
219,Entry long,2025-08-08 07:00,Long Entry,3913.2,0.0255,99.7866,2.83,2.84,4,4.01,-0.77,-0.77,107.99,0.11
220,Exit long,2025-08-09 20:00,Max Hold,4256.64,0.0246,99.613764,5.1,5.12,5.45,5.48,-0.15,-0.15,113.09,0.11
220,Entry long,2025-08-09 04:00,Long Entry,4049.34,0.0246,99.613764,5.1,5.12,5.45,5.48,-0.15,-0.15,113.09,0.11
221,Exit long,2025-08-13 08:00,Max Hold,4624.29,0.0223,99.702854,3.42,3.43,4.71,4.72,-0.74,-0.74,116.51,0.12
